Age,Sex,Country,Year,Population,,,,,,,
All ages,Female,Greece,2020,5492830,,,,,,,
All ages,Female,Greece,2021,5413809,,,,,,,
All ages,Female,Greece,2022,5332839,,,,,,,
All ages,Female,Greece,2023,5312235,,,,,,,
All ages,Female,Hungary,1980,5522720,,,,,,,
All ages,Female,Hungary,1990,5391619,,,,,,,
All ages,Female,Hungary,1995,5393543,,,,,,,
All ages,Female,Hungary,2000,5352868,,,,,,,
All ages,Female,Hungary,2001,5343579,,,,,,,
All ages,Female,Hungary,2002,5330889,,,,,,,
All ages,Female,Hungary,2003,5318267,,,,,,,
All ages,Female,Hungary,2004,5308531,,,,,,,
All ages,Female,Hungary,2005,5298218,,,,,,,
All ages,Female,Hungary,2006,5289541,,,,,,,
All ages,Female,Hungary,2007,5281459,,,,,,,
All ages,Female,Hungary,2008,5271882,,,,,,,
All ages,Female,Hungary,2009,5262674,,,,,,,
All ages,Female,Hungary,2010,5249622,,,,,,,
All ages,Female,Hungary,2011,5224540,,,,,,,
All ages,Female,Hungary,2012,5194742,,,,,,,
All ages,Female,Hungary,2013,5167497,,,,,,,
All ages,Female,Hungary,2014,5140596,,,,,,,
All ages,Female,Hungary,2015,5114798,,,,,,,
All ages,Female,Hungary,2016,5088639,,,,,,,
All ages,Female,Hungary,2017,5065538,,,,,,,
All ages,Female,Hungary,2018,5047194,,,,,,,
All ages,Female,Hungary,2019,5032458,,,,,,,
All ages,Female,Hungary,2020,5014801,,,,,,,
All ages,Female,Hungary,2021,4992815,,,,,,,
All ages,Female,Hungary,2022,4978006,,,,,,,
All ages,Female,Hungary,2023,4967866,,,,,,,
All ages,Female,Iceland,1980,113126,,,,,,,
All ages,Female,Iceland,1990,126898,,,,,,,
All ages,Female,Iceland,1995,133367,,,,,,,
All ages,Female,Iceland,2000,140437,,,,,,,
All ages,Female,Iceland,2001,142308,,,,,,,
All ages,Female,Iceland,2002,143654,,,,,,,
All ages,Female,Iceland,2003,144676,,,,,,,
All ages,Female,Iceland,2004,145788,,,,,,,
All ages,Female,Iceland,2005,147548,,,,,,,
All ages,Female,Iceland,2006,149892,,,,,,,
All ages,Female,Iceland,2007,152829,,,,,,,
All ages,Female,Iceland,2008,155931,,,,,,,
All ages,Female,Iceland,2009,157497,,,,,,,
All ages,Female,Iceland,2010,158070,,,,,,,
All ages,Female,Iceland,2011,158828,,,,,,,
All ages,Female,Iceland,2012,159815,,,,,,,
All ages,Female,Iceland,2013,161386,,,,,,,
All ages,Female,Iceland,2014,163133,,,,,,,
All ages,Female,Iceland,2015,164586,,,,,,,
All ages,Female,Iceland,2016,166287,,,,,,,
All ages,Female,Iceland,2017,169083,,,,,,,
All ages,Female,Iceland,2018,172502,,,,,,,
All ages,Female,Iceland,2019,175673,,,,,,,
All ages,Female,Iceland,2020,178471,,,,,,,
All ages,Female,Iceland,2021,181451,,,,,,,
All ages,Female,Iceland,2022,185476,,,,,,,
All ages,Female,Iceland,2023,187407,,,,,,,
All ages,Female,Ireland,1980,1698200,,,,,,,
All ages,Female,Ireland,1990,1766932,,,,,,,
All ages,Female,Ireland,1995,1816557,,,,,,,
All ages,Female,Ireland,2000,1913951,,,,,,,
All ages,Female,Ireland,2001,1944499,,,,,,,
All ages,Female,Ireland,2002,1978380,,,,,,,
All ages,Female,Ireland,2003,2010326,,,,,,,
All ages,Female,Ireland,2004,2044005,,,,,,,
All ages,Female,Ireland,2005,2083514,,,,,,,
All ages,Female,Ireland,2006,2136017,,,,,,,
All ages,Female,Ireland,2007,2199169,,,,,,,
All ages,Female,Ireland,2008,2249837,,,,,,,
All ages,Female,Ireland,2009,2278559,,,,,,,
All ages,Female,Ireland,2010,2294954,,,,,,,
All ages,Female,Ireland,2011,2308371,,,,,,,
All ages,Female,Ireland,2012,2320802,,,,,,,
All ages,Female,Ireland,2013,2334159,,,,,,,
All ages,Female,Ireland,2014,2353143,,,,,,,
All ages,Female,Ireland,2015,2375715,,,,,,,
All ages,Female,Ireland,2016,2405673,,,,,,,
All ages,Female,Ireland,2017,2437772,,,,,,,
All ages,Female,Ireland,2018,2472420,,,,,,,
All ages,Female,Ireland,2019,2512192,,,,,,,
All ages,Female,Ireland,2020,2544298,,,,,,,
All ages,Female,Ireland,2021,2580877,,,,,,,
All ages,Female,Ireland,2022,2635446,,,,,,,
All ages,Female,Ireland,2023,2687577,,,,,,,
All ages,Female,Israel,1980,1962400,,,,,,,
All ages,Female,Israel,1990,2339100,,,,,,,
All ages,Female,Israel,1995,2798300,,,,,,,
All ages,Female,Israel,2000,3186784,,,,,,,
All ages,Female,Israel,2001,3262490,,,,,,,
All ages,Female,Israel,2002,3328221,,,,,,,
All ages,Female,Israel,2003,3387901,,,,,,,
All ages,Female,Israel,2004,3447000,,,,,,,
All ages,Female,Israel,2005,3506996,,,,,,,
All ages,Female,Israel,2006,3568206,,,,,,,
All ages,Female,Israel,2007,3630899,,,,,,,
All ages,Female,Israel,2008,3694671,,,,,,,
All ages,Female,Israel,2009,3784406,,,,,,,
All ages,Female,Israel,2010,3852541,,,,,,,
All ages,Female,Israel,2011,3922764,,,,,,,
All ages,Female,Israel,2012,3994400,,,,,,,
All ages,Female,Israel,2013,4068108,,,,,,,
All ages,Female,Israel,2014,4145395,,,,,,,
All ages,Female,Israel,2015,4226916,,,,,,,
All ages,Female,Israel,2016,4308780,,,,,,,
All ages,Female,Israel,2017,4391458,,,,,,,
All ages,Female,Israel,2018,4475480,,,,,,,
All ages,Female,Israel,2019,4559975,,,,,,,
All ages,Female,Israel,2020,4575579,,,,,,,
All ages,Female,Israel,2021,4654565,,,,,,,
All ages,Female,Israel,2022,..,,,,,,,
All ages,Female,Israel,2023,..,,,,,,,
All ages,Female,Italy,1980,28961682,,,,,,,
All ages,Female,Italy,1990,29181639,,,,,,,
All ages,Female,Italy,1995,29279674,,,,,,,
All ages,Female,Italy,2000,29372451,,,,,,,
All ages,Female,Italy,2001,29394673,,,,,,,
All ages,Female,Italy,2002,29452155,,,,,,,
All ages,Female,Italy,2003,29603800,,,,,,,
All ages,Female,Italy,2004,29812165,,,,,,,
All ages,Female,Italy,2005,29977381,,,,,,,
All ages,Female,Italy,2006,30097335,,,,,,,
All ages,Female,Italy,2007,30286647,,,,,,,
All ages,Female,Italy,2008,30528332,,,,,,,
All ages,Female,Italy,2009,30713313,,,,,,,
All ages,Female,Italy,2010,30860478,,,,,,,
All ages,Female,Italy,2011,30974253,,,,,,,
All ages,Female,Italy,2012,31049124,,,,,,,
All ages,Female,Italy,2013,31093903,,,,,,,
All ages,Female,Italy,2014,31085789,,,,,,,
All ages,Female,Italy,2015,31018925,,,,,,,
All ages,Female,Italy,2016,30929374,,,,,,,
All ages,Female,Italy,2017,30834690,,,,,,,
All ages,Female,Italy,2018,30733389,,,,,,,
All ages,Female,Italy,2019,30638435,,,,,,,
All ages,Female,Italy,2020,30480689,,,,,,,
All ages,Female,Italy,2021,30290582,,,,,,,
All ages,Female,Italy,2022,30196773,,,,,,,
All ages,Female,Italy,2023,30153435,,,,,,,
All ages,Female,Kazakhstan,1980,..,,,,,,,
All ages,Female,Kazakhstan,1990,8427682,,,,,,,
All ages,Female,Kazakhstan,1995,8180367,,,,,,,
All ages,Female,Kazakhstan,2000,7715012,,,,,,,
All ages,Female,Kazakhstan,2001,7701753,,,,,,,
All ages,Female,Kazakhstan,2002,7702131,,,,,,,
All ages,Female,Kazakhstan,2003,7729435,,,,,,,
All ages,Female,Kazakhstan,2004,7785024,,,,,,,
All ages,Female,Kazakhstan,2005,7856177,,,,,,,
All ages,Female,Kazakhstan,2006,7941052,,,,,,,
All ages,Female,Kazakhstan,2007,8033773,,,,,,,
All ages,Female,Kazakhstan,2008,8181723,,,,,,,
All ages,Female,Kazakhstan,2009,8339404,,,,,,,
All ages,Female,Kazakhstan,2010,8455411,,,,,,,
All ages,Female,Kazakhstan,2011,8573836,,,,,,,
All ages,Female,Kazakhstan,2012,8691754,,,,,,,
All ages,Female,Kazakhstan,2013,8813793,,,,,,,
All ages,Female,Kazakhstan,2014,8939428,,,,,,,
All ages,Female,Kazakhstan,2015,9065355,,,,,,,
All ages,Female,Kazakhstan,2016,9188916,,,,,,,
All ages,Female,Kazakhstan,2017,9307887,,,,,,,
All ages,Female,Kazakhstan,2018,9424205,,,,,,,
All ages,Female,Kazakhstan,2019,9540008,,,,,,,
All ages,Female,Kazakhstan,2020,9658399,,,,,,,
All ages,Female,Kazakhstan,2021,9777399,,,,,,,
All ages,Female,Kazakhstan,2022,..,,,,,,,
All ages,Female,Kazakhstan,2023,..,,,,,,,
All ages,Female,Kyrgyzstan,1980,1863223,,,,,,,
All ages,Female,Kyrgyzstan,1990,2242725,,,,,,,
All ages,Female,Kyrgyzstan,1995,2316428,,,,,,,
All ages,Female,Kyrgyzstan,2000,2480156,,,,,,,
All ages,Female,Kyrgyzstan,2001,2503862,,,,,,,
All ages,Female,Kyrgyzstan,2002,2526906,,,,,,,
All ages,Female,Kyrgyzstan,2003,2553236,,,,,,,
All ages,Female,Kyrgyzstan,2004,2584142,,,,,,,
All ages,Female,Kyrgyzstan,2005,2614059,,,,,,,
All ages,Female,Kyrgyzstan,2006,2643309,,,,,,,
All ages,Female,Kyrgyzstan,2007,2669560,,,,,,,
All ages,Female,Kyrgyzstan,2008,2695154,,,,,,,
All ages,Female,Kyrgyzstan,2009,2726617,,,,,,,
All ages,Female,Kyrgyzstan,2010,2758729,,,,,,,
All ages,Female,Kyrgyzstan,2011,2792040,,,,,,,
All ages,Female,Kyrgyzstan,2012,2837242,,,,,,,
All ages,Female,Kyrgyzstan,2013,2892180,,,,,,,
All ages,Female,Kyrgyzstan,2014,2949058,,,,,,,
All ages,Female,Kyrgyzstan,2015,3008339,,,,,,,
All ages,Female,Kyrgyzstan,2016,3068138,,,,,,,
All ages,Female,Kyrgyzstan,2017,3126301,,,,,,,
All ages,Female,Kyrgyzstan,2018,3187390,,,,,,,
All ages,Female,Kyrgyzstan,2019,3252895,,,,,,,
All ages,Female,Kyrgyzstan,2020,3314296,,,,,,,
All ages,Female,Kyrgyzstan,2021,3370640,,,,,,,
All ages,Female,Kyrgyzstan,2022,..,,,,,,,
All ages,Female,Kyrgyzstan,2023,..,,,,,,,
All ages,Female,Latvia,1980,1355529,,,,,,,
All ages,Female,Latvia,1990,1424657,,,,,,,
All ages,Female,Latvia,1995,1338496,,,,,,,
All ages,Female,Latvia,2000,1277623,,,,,,,
All ages,Female,Latvia,2001,1262564,,,,,,,
All ages,Female,Latvia,2002,1249635,,,,,,,
All ages,Female,Latvia,2003,1238309,,,,,,,
All ages,Female,Latvia,2004,1224835,,,,,,,
All ages,Female,Latvia,2005,1211715,,,,,,,
All ages,Female,Latvia,2006,1200432,,,,,,,
All ages,Female,Latvia,2007,1189909,,,,,,,
All ages,Female,Latvia,2008,1177477,,,,,,,
All ages,Female,Latvia,2009,1159879,,,,,,,
All ages,Female,Latvia,2010,1138119,,,,,,,
All ages,Female,Latvia,2011,1118333,,,,,,,
All ages,Female,Latvia,2012,1103623,,,,,,,
All ages,Female,Latvia,2013,1090834,,,,,,,
All ages,Female,Latvia,2014,1079656,,,,,,,
All ages,Female,Latvia,2015,1069773,,,,,,,
All ages,Female,Latvia,2016,1059545,,,,,,,
All ages,Female,Latvia,2017,1049585,,,,,,,
All ages,Female,Latvia,2018,1039898,,,,,,,
All ages,Female,Latvia,2019,1030889,,,,,,,
All ages,Female,Latvia,2020,1022358,,,,,,,
All ages,Female,Latvia,2021,1012349,,,,,,,
All ages,Female,Latvia,2022,1008693,,,,,,,
All ages,Female,Latvia,2023,1006914,,,,,,,
All ages,Female,Liechtenstein,1980,12804,,,,,,,
All ages,Female,Liechtenstein,1990,14550,,,,,,,
All ages,Female,Liechtenstein,1995,15777,,,,,,,
All ages,Female,Liechtenstein,2000,16737,,,,,,,
All ages,Female,Liechtenstein,2001,16956,,,,,,,
All ages,Female,Liechtenstein,2002,17160,,,,,,,
All ages,Female,Liechtenstein,2003,17322,,,,,,,
All ages,Female,Liechtenstein,2004,17481,,,,,,,
All ages,Female,Liechtenstein,2005,17625,,,,,,,
All ages,Female,Liechtenstein,2006,17763,,,,,,,
All ages,Female,Liechtenstein,2007,17866,,,,,,,
All ages,Female,Liechtenstein,2008,17953,,,,,,,
All ages,Female,Liechtenstein,2009,18061,,,,,,,
All ages,Female,Liechtenstein,2010,18194,,,,,,,
All ages,Female,Liechtenstein,2011,18348,,,,,,,
All ages,Female,Liechtenstein,2012,18512,,,,,,,
All ages,Female,Liechtenstein,2013,18660,,,,,,,
All ages,Female,Liechtenstein,2014,18771,,,,,,,
All ages,Female,Liechtenstein,2015,18887,,,,,,,
All ages,Female,Liechtenstein,2016,19013,,,,,,,
All ages,Female,Liechtenstein,2017,19144,,,,,,,
All ages,Female,Liechtenstein,2018,19288,,,,,,,
All ages,Female,Liechtenstein,2019,19442,,,,,,,
All ages,Female,Liechtenstein,2020,19609,,,,,,,
All ages,Female,Liechtenstein,2021,19749,,,,,,,
All ages,Female,Liechtenstein,2022,19900,,,,,,,
All ages,Female,Liechtenstein,2023,..,,,,,,,
All ages,Female,Lithuania,1980,1806941,,,,,,,
All ages,Female,Lithuania,1990,1948613,,,,,,,
All ages,Female,Lithuania,1995,1919715,,,,,,,
All ages,Female,Lithuania,2000,1861920,,,,,,,
All ages,Female,Lithuania,2001,1848575,,,,,,,
All ages,Female,Lithuania,2002,1835741,,,,,,,
All ages,Female,Lithuania,2003,1822655,,,,,,,
All ages,Female,Lithuania,2004,1803933,,,,,,,
All ages,Female,Lithuania,2005,1777164,,,,,,,
All ages,Female,Lithuania,2006,1752280,,,,,,,
All ages,Female,Lithuania,2007,1734187,,,,,,,
All ages,Female,Lithuania,2008,1717845,,,,,,,
All ages,Female,Lithuania,2009,1701140,,,,,,,
All ages,Female,Lithuania,2010,1668571,,,,,,,
All ages,Female,Lithuania,2011,1632747,,,,,,,
All ages,Female,Lithuania,2012,1612677,,,,,,,
All ages,Female,Lithuania,2013,1598336,,,,,,,
All ages,Female,Lithuania,2014,1585850,,,,,,,
All ages,Female,Lithuania,2015,1572046,,,,,,,
All ages,Female,Lithuania,2016,1554119,,,,,,,
All ages,Female,Lithuania,2017,1535277,,,,,,,
All ages,Female,Lithuania,2018,1521586,,,,,,,
All ages,Female,Lithuania,2019,1513758,,,,,,,
All ages,Female,Lithuania,2020,1508148,,,,,,,
All ages,Female,Lithuania,2021,1502597,,,,,,,
All ages,Female,Lithuania,2022,1510431,,,,,,,
All ages,Female,Lithuania,2023,1520724,,,,,,,
All ages,Female,Luxembourg,1980,186037,,,,,,,
All ages,Female,Luxembourg,1990,195002,,,,,,,
All ages,Female,Luxembourg,1995,208037,,,,,,,
All ages,Female,Luxembourg,2000,221342,,,,,,,
All ages,Female,Luxembourg,2001,223963,,,,,,,
All ages,Female,Luxembourg,2002,226258,,,,,,,
All ages,Female,Luxembourg,2003,228771,,,,,,,
All ages,Female,Luxembourg,2004,231663,,,,,,,
All ages,Female,Luxembourg,2005,235030,,,,,,,
All ages,Female,Luxembourg,2006,238690,,,,,,,
All ages,Female,Luxembourg,2007,242293,,,,,,,
All ages,Female,Luxembourg,2008,246428,,,,,,,
All ages,Female,Luxembourg,2009,250662,,,,,,,
All ages,Female,Luxembourg,2010,254940,,,,,,,
All ages,Female,Luxembourg,2011,260127,,,,,,,
All ages,Female,Luxembourg,2012,265830,,,,,,,
All ages,Female,Luxembourg,2013,271595,,,,,,,
All ages,Female,Luxembourg,2014,277774,,,,,,,
All ages,Female,Luxembourg,2015,284021,,,,,,,
All ages,Female,Luxembourg,2016,290541,,,,,,,
All ages,Female,Luxembourg,2017,296725,,,,,,,
All ages,Female,Luxembourg,2018,302299,,,,,,,
All ages,Female,Luxembourg,2019,308159,,,,,,,
All ages,Female,Luxembourg,2020,313209,,,,,,,
All ages,Female,Luxembourg,2021,317803,,,,,,,
All ages,Female,Luxembourg,2022,324349,,,,,,,
All ages,Female,Luxembourg,2023,331070,,,,,,,
All ages,Female,Malta,1980,162739,,,,,,,
All ages,Female,Malta,1990,181252,,,,,,,
All ages,Female,Malta,1995,191394,,,,,,,
All ages,Female,Malta,2000,197028,,,,,,,
All ages,Female,Malta,2001,198502,,,,,,,
All ages,Female,Malta,2002,199869,,,,,,,
All ages,Female,Malta,2003,201114,,,,,,,
All ages,Female,Malta,2004,202428,,,,,,,
All ages,Female,Malta,2005,203624,,,,,,,
All ages,Female,Malta,2006,204129,,,,,,,
All ages,Female,Malta,2007,204597,,,,,,,
All ages,Female,Malta,2008,205708,,,,,,,
All ages,Female,Malta,2009,207071,,,,,,,
All ages,Female,Malta,2010,208204,,,,,,,
All ages,Female,Malta,2011,209217,,,,,,,
All ages,Female,Malta,2012,210645,,,,,,,
All ages,Female,Malta,2013,212687,,,,,,,
All ages,Female,Malta,2014,216122,,,,,,,
All ages,Female,Malta,2015,220718,,,,,,,
All ages,Female,Malta,2016,225379,,,,,,,
All ages,Female,Malta,2017,230865,,,,,,,
All ages,Female,Malta,2018,237443,,,,,,,
All ages,Female,Malta,2019,244541,,,,,,,
All ages,Female,Malta,2020,248403,,,,,,,
All ages,Female,Malta,2021,249108,,,,,,,
All ages,Female,Malta,2022,253467,,,,,,,
All ages,Female,Malta,2023,260963,,,,,,,
All ages,Female,Monaco,1980,..,,,,,,,
All ages,Female,Monaco,1990,..,,,,,,,
All ages,Female,Monaco,1995,..,,,,,,,
All ages,Female,Monaco,2000,..,,,,,,,
All ages,Female,Monaco,2001,..,,,,,,,
All ages,Female,Monaco,2002,..,,,,,,,
All ages,Female,Monaco,2003,..,,,,,,,
All ages,Female,Monaco,2004,..,,,,,,,
All ages,Female,Monaco,2005,..,,,,,,,
All ages,Female,Monaco,2006,..,,,,,,,
All ages,Female,Monaco,2007,..,,,,,,,
All ages,Female,Monaco,2008,18064,,,,,,,
All ages,Female,Monaco,2009,..,,,,,,,
All ages,Female,Monaco,2010,..,,,,,,,
All ages,Female,Monaco,2011,..,,,,,,,
All ages,Female,Monaco,2012,..,,,,,,,
All ages,Female,Monaco,2013,..,,,,,,,
All ages,Female,Monaco,2014,..,,,,,,,
All ages,Female,Monaco,2015,..,,,,,,,
All ages,Female,Monaco,2016,19068,,,,,,,
All ages,Female,Monaco,2017,..,,,,,,,
All ages,Female,Monaco,2018,..,,,,,,,
All ages,Female,Monaco,2019,..,,,,,,,
All ages,Female,Monaco,2020,..,,,,,,,
All ages,Female,Monaco,2021,..,,,,,,,
All ages,Female,Monaco,2022,..,,,,,,,
All ages,Female,Monaco,2023,..,,,,,,,
All ages,Female,Montenegro,1980,294226,,,,,,,
All ages,Female,Montenegro,1990,324357,,,,,,,
All ages,Female,Montenegro,1995,319247,,,,,,,
All ages,Female,Montenegro,2000,306820,,,,,,,
All ages,Female,Montenegro,2001,308167,,,,,,,
All ages,Female,Montenegro,2002,309312,,,,,,,
All ages,Female,Montenegro,2003,310420,,,,,,,
All ages,Female,Montenegro,2004,311326,,,,,,,
All ages,Female,Montenegro,2005,311312,,,,,,,
All ages,Female,Montenegro,2006,311523,,,,,,,
All ages,Female,Montenegro,2007,312205,,,,,,,
All ages,Female,Montenegro,2008,312709,,,,,,,
All ages,Female,Montenegro,2009,313426,,,,,,,
All ages,Female,Montenegro,2010,313751,,,,,,,
All ages,Female,Montenegro,2011,313837,,,,,,,
All ages,Female,Montenegro,2012,314020,,,,,,,
All ages,Female,Montenegro,2013,314229,,,,,,,
All ages,Female,Montenegro,2014,314471,,,,,,,
All ages,Female,Montenegro,2015,314530,,,,,,,
All ages,Female,Montenegro,2016,314560,,,,,,,
All ages,Female,Montenegro,2017,314627,,,,,,,
All ages,Female,Montenegro,2018,314507,,,,,,,
All ages,Female,Montenegro,2019,314394,,,,,,,
All ages,Female,Montenegro,2020,314096,,,,,,,
All ages,Female,Montenegro,2021,313192,,,,,,,
All ages,Female,Montenegro,2022,..,,,,,,,
All ages,Female,Montenegro,2023,..,,,,,,,
All ages,Female,Netherlands,1980,7128423,,,,,,,
All ages,Female,Netherlands,1990,7562518,,,,,,,
All ages,Female,Netherlands,1995,7814120,,,,,,,
All ages,Female,Netherlands,2000,8047426,,,,,,,
All ages,Female,Netherlands,2001,8105269,,,,,,,
All ages,Female,Netherlands,2002,8155209,,,,,,,
All ages,Female,Netherlands,2003,8194609,,,,,,,
All ages,Female,Netherlands,2004,8225832,,,,,,,
All ages,Female,Netherlands,2005,8248175,,,,,,,
All ages,Female,Netherlands,2006,8263140,,,,,,,
All ages,Female,Netherlands,2007,8281402,,,,,,,
All ages,Female,Netherlands,2008,8311358,,,,,,,
All ages,Female,Netherlands,2009,8350452,,,,,,,
All ages,Female,Netherlands,2010,8391915,,,,,,,
All ages,Female,Netherlands,2011,8429897,,,,,,,
All ages,Female,Netherlands,2012,8459856,,,,,,,
All ages,Female,Netherlands,2013,8483570,,,,,,,
All ages,Female,Netherlands,2014,8511386,,,,,,,
All ages,Female,Netherlands,2015,8544926,,,,,,,
All ages,Female,Netherlands,2016,8584195,,,,,,,
All ages,Female,Netherlands,2017,8630224,,,,,,,
All ages,Female,Netherlands,2018,8677560,,,,,,,
All ages,Female,Netherlands,2019,8730315,,,,,,,
All ages,Female,Netherlands,2020,8774216,,,,,,,
All ages,Female,Netherlands,2021,8817041,,,,,,,
All ages,Female,Netherlands,2022,8903093,,,,,,,
All ages,Female,Netherlands,2023,8991578,,,,,,,
All ages,Female,North Macedonia,1980,..,,,,,,,
All ages,Female,North Macedonia,1990,..,,,,,,,
All ages,Female,North Macedonia,1995,981704,,,,,,,
All ages,Female,North Macedonia,2000,1012493,,,,,,,
All ages,Female,North Macedonia,2001,1016955,,,,,,,
All ages,Female,North Macedonia,2002,1005802,,,,,,,
All ages,Female,North Macedonia,2003,1009499,,,,,,,
All ages,Female,North Macedonia,2004,1012641,,,,,,,
All ages,Female,North Macedonia,2005,1015083,,,,,,,
All ages,Female,North Macedonia,2006,1017159,,,,,,,
All ages,Female,North Macedonia,2007,1019070,,,,,,,
All ages,Female,North Macedonia,2008,1020876,,,,,,,
All ages,Female,North Macedonia,2009,1022861,,,,,,,
All ages,Female,North Macedonia,2010,1025156,,,,,,,
All ages,Female,North Macedonia,2011,1027136,,,,,,,
All ages,Female,North Macedonia,2012,1028512,,,,,,,
All ages,Female,North Macedonia,2013,1030042,,,,,,,
All ages,Female,North Macedonia,2014,1031791,,,,,,,
All ages,Female,North Macedonia,2015,1033166,,,,,,,
All ages,Female,North Macedonia,2016,1034383,,,,,,,
All ages,Female,North Macedonia,2017,1035554,,,,,,,
All ages,Female,North Macedonia,2018,1036475,,,,,,,
All ages,Female,North Macedonia,2019,1036736,,,,,,,
All ages,Female,North Macedonia,2020,1035064,,,,,,,
All ages,Female,North Macedonia,2021,926099,,,,,,,
All ages,Female,North Macedonia,2022,..,,,,,,,
All ages,Female,North Macedonia,2023,..,,,,,,,
All ages,Female,Norway,1980,2060900,,,,,,,
All ages,Female,Norway,1990,2144336,,,,,,,
All ages,Female,Norway,1995,2203682,,,,,,,
All ages,Female,Norway,2000,2266746,,,,,,,
All ages,Female,Norway,2001,2277133,,,,,,,
All ages,Female,Norway,2002,2289138,,,,,,,
All ages,Female,Norway,2003,2302276,,,,,,,
All ages,Female,Norway,2004,2315350,,,,,,,
All ages,Female,Norway,2005,2330265,,,,,,,
All ages,Female,Norway,2006,2346792,,,,,,,
All ages,Female,Norway,2007,2366413,,,,,,,
All ages,Female,Norway,2008,2390840,,,,,,,
All ages,Female,Norway,2009,2417823,,,,,,,
All ages,Female,Norway,2010,2445451,,,,,,,
All ages,Female,Norway,2011,2473227,,,,,,,
